time,husky_odom_pose_x,husky_odom_pose_y,husky_odom_pose_theta,imu_orientation_x,imu_orientation_y,imu_orientation_z,imu_orientation_w,filtered_odom_pose_x,filtered_odom_pose_y,filtered_odom_pose_theta
1728293501.4739704,-0.7504930812445005,1.7105430391779575,0.918375465423419,-0.0016067479781358236,-0.00028048995984421185,0.8683685596378284,0.4959167110703577,1.523434612384017,2.9187735812783986,0.8681882749323007
1728293501.573921,-0.7840772836866288,1.6732020740195217,0.9083061669902583,-8.05786564623105e-05,0.00023632698155356643,0.8829714325677748,0.4694266576642716,1.4968003377225312,2.9612256021744763,0.882764627781703
1728293501.673886,-0.8156958977854845,1.6343219919462033,0.89761535102871,2.2396922058320505e-05,0.0002769643331996731,0.8961067890198778,0.44383842269639073,1.4677340257799372,3.002021469680718,0.8959119608186967
1728293501.7740161,-0.8452683964448249,1.5940262771955651,0.8864325114291394,7.34442112286825e-05,0.00026486812582144584,0.9073217657306368,0.42043684172805706,1.4361090658234577,3.041381962728189,0.907492379253758
1728293501.8738284,-0.8727635319841348,1.552393054859467,0.8747069644055279,0.00048110631956791426,0.00047809226108189737,0.9174556901059387,0.3978373997712319,1.4033162876604732,3.078304522070219,0.9174279870551886
1728293501.9739022,-0.8980851450515169,1.5095901698635426,0.8626409620125814,0.00015830254209660315,0.0008818839248992313,0.9259574101827905,0.3776268948957792,1.3686558747243764,3.114038683119345,0.9258608463221414
1728293502.07391,-0.9214421089992434,1.4652957348182702,0.8497576741740419,8.51140030209773e-06,0.0003063442685916847,0.9295565581238238,0.3686794153865055,1.3324983577205973,3.1486311665278484,0.9298810929256591
1728293502.1738868,-0.9425544954532502,1.4198990238061735,0.8363491873478066,8.626488181699053e-06,0.00030621991546540264,0.9297117860076584,0.36828779658495026,1.295941439292456,3.1828503416627925,0.9301308988378015
1728293502.2739055,-0.9613820093585129,1.3734989841929355,0.8224293416215722,1.299647394927247e-05,0.00030791340949638395,0.93006976518027,0.36738282066250905,1.2593584623459677,3.2170367926347727,0.9304567857173178
1728293502.3740234,-0.9778461868697679,1.326292081850144,0.8079643063684709,2.650371442416894e-05,0.0003157587943057034,0.9355439008260648,0.3532102903669255,1.2225085454593592,3.2508187696900643,0.9354489878107589
1728293502.473948,-0.991914154980107,1.2783856707338992,0.7930082454678996,6.316413514709696e-06,0.00031560579896738287,0.9448442637090596,0.3275197974003517,1.1841553792074944,3.282789462691959,0.9448839731784705
1728293502.573916,-1.0035691783533642,1.229860328795319,0.7775728430455092,4.503088135095462e-05,0.00034887552799124703,0.9480593696054173,0.31809323784303334,1.1445728421597818,3.3131595840012484,0.9483713957579339
1728293502.6739125,-1.012776672098084,1.18093452859245,0.7617432186339101,-0.00015465403728879244,0.0005727390049069966,0.9490900299534595,0.31500438583470947,1.1047001315535185,3.3429912783902846,0.9493941335651122
1728293502.7740278,-1.0195683087899505,1.1313825956882506,0.7453175251873431,-1.2255778004557192e-05,0.0003089200191449037,0.9548451401906655,0.2971037910772702,1.0641112257724785,3.3722251504612437,0.9549132800730756
1728293502.8739324,-1.02387531353598,1.0815649015375375,0.7284243419398809,-1.621849018228929e-05,0.0003104151322438005,0.9606450470485882,0.2777786834161721,1.0224232368512283,3.3998397100097177,0.9606728801830763
1728293502.973995,-1.025686791437717,1.0316148129280878,0.7110776317255771,-2.183124130930232e-05,0.0003119339539866968,0.9661352145049084,0.25803613993811075,0.9796151469327761,3.425643253177583,0.9662606652982635
1728293503.0739243,-1.0250016408940028,0.9816538082081739,0.6932980374932417,-2.2779795891201163e-05,0.0003132888421059175,0.9670187265982086,0.2547050917032509,0.9361178300870672,3.450247781764845,0.967335693167022
1728293503.1739051,-1.021822748683467,0.9317861603444929,0.6750847905279904,-2.197960640635572e-05,0.0003147884818537912,0.9670183690778612,0.2547064472900172,0.8925654860139164,3.474756258254333,0.9673423778373758
1728293503.2739863,-1.0161565588786696,0.8821313924341259,0.6564446812647936,-2.015737130258021e-05,0.00031968674088496,0.9670175309591282,0.2547096233199284,0.8490054451073529,3.4992660790554897,0.967348589914903
1728293503.3737977,-1.0080178174812877,0.8328236061784619,0.6373958714451595,-4.621564745004222e-05,0.0003476530153441,0.9671397346209342,0.25424517835908705,0.805439191830535,3.5237641111598204,0.9674675029094902
1728293503.4739075,-0.9974226674355665,0.7839694199952301,0.6179384654325062,-2.34445712816402e-05,0.00031421097025081805,0.9671456681612441,0.2542226529614522,0.7614064065641944,3.5484767859778747,0.967490036702161
1728293503.5739458,-0.9844022015858483,0.7357145351562426,0.5981080824535144,-0.0001357858989524628,0.00011292741337703135,0.9672065612821803,0.2539910168141559,0.7182656847970919,3.5726820848342835,0.967542383730889
1728293503.6738548,-0.9691639228058263,0.6884224471276645,0.5797448487534534,-0.0014209053086071221,-0.0007385870511351791,0.9707745082536196,0.23998810312641636,0.6745269775367309,3.596676332447174,0.970866672463817
1728293503.7739103,-0.9515850958479668,0.6412452985457079,0.560568247071419,0.0005047610692638411,0.0006136051692858833,0.97687343088883,0.21381690468352854,0.6292281499730648,3.6190495471991566,0.9769206853657948
1728293503.8739233,-0.9318583054333796,0.5952757425009996,0.5399307285867453,0.0002622525605883037,0.0004968621471587454,0.9816193415071525,0.1908485072791132,0.583374486085488,3.6390142119286213,0.9815752541532589
1728293503.9738576,-0.9099750616613564,0.5505153327018301,0.5190773271997057,0.0006024042127759169,0.0007267306809610616,0.9870977397401804,0.16011608654819498,0.5367701267329016,3.6565633943455667,0.9870030671553381
1728293504.0740857,-0.885775843310945,0.5066154212884363,0.49782340250182133,-5.901063911067809e-05,0.00030009487458365294,0.9901698068697656,0.13987015415842688,0.4888337149221919,3.671283506841447,0.9902781848319314
1728293504.1739087,-0.8594711185454531,0.4640564814590581,0.4760172539461394,-6.282830617618563e-05,0.0002995234948896673,0.9906705066637156,0.13627858806480686,0.4406504825479251,3.6847879779766943,0.9908629620731364
1728293504.273887,-0.8310485170835373,0.4228199996974259,0.45395696751161246,-6.183065155003738e-05,0.0003012451078458369,0.9907152132740736,0.1359531964157604,0.3923803524623801,3.698163826395614,0.9909082080565607
1728293504.373813,-0.8006218524548944,0.383068204195945,0.4316115306993505,-5.37453773450992e-05,0.0003073330691589328,0.991274212938427,0.13181554316969393,0.3441112749156493,3.7114252655852162,0.9914008260503175
1728293504.4737833,-0.768319388874745,0.3449635501338128,0.40897077208741994,-6.49730755970731e-05,0.0003078082220391489,0.994758522007208,0.1022515717562955,0.29558210647867805,3.7233075769335113,0.9947344430529109
1728293504.5737715,-0.7341769208963328,0.30854158057803477,0.38606791563814347,-5.60788091864494e-05,0.0003294823693781516,0.9970113015313924,0.07725511578668869,0.2464614530894398,3.7322164204191646,0.9970474779979184
1728293504.6737723,-0.6983314670403484,0.273933100174277,0.36301202821652,-5.412792228467664e-05,0.0005163984836486937,0.9980182861965249,0.06292241905811895,0.19710581152058074,3.7391396933987724,0.9980703259453609
1728293504.773777,-0.6606688577156853,0.24103253333215896,0.339623390053273,-9.185499277245617e-05,0.00029627240480903936,0.9992386599914362,0.03901287177126632,0.14738354693611733,3.7443967417863346,0.9992498700677709
